0.740937	0.996027	0.728215	0.867994	0.129460	
0.267468	0.736216	0.542568	0.026446	0.492048	
0.244247	0.057479	0.630758	0.615516	0.839370	
0.165360	0.009345	0.269076	0.198292	0.578569	
0.607166	0.830913	0.591812	0.864764	0.275630	
0.615072	0.335008	0.866305	0.928200	0.362343	
0.927510	0.268972	0.925545	0.847255	0.534342	
0.958222	0.108301	0.951120	0.038806	0.938207	
0.801808	0.181664	0.066704	0.527220	0.283312	
0.612655	0.383805	0.946138	0.363823	0.639808	
0.888404	0.837104	0.496633	0.070128	0.037742	
0.518880	0.761702	0.068027	0.248258	0.757198	
0.463331	0.987245	0.153642	0.059064	0.187403	
0.246202	0.711001	0.296073	0.231343	0.509629	
0.757983	0.344843	0.168749	0.935440	0.592036	
0.594863	0.537592	0.735195	0.806716	0.239064	
0.004873	0.744183	0.879697	0.038068	0.485816	
0.653198	0.929393	0.851423	0.968146	0.920620	
0.955331	0.128400	0.672029	0.930047	0.362533	
0.498737	0.220987	0.798496	0.045923	0.063540	
0.604601	0.328012	0.100480	0.329520	0.606514	
0.713503	0.338135	0.522669	0.716521	0.174103	
0.062977	0.867305	0.058688	0.031458	0.631263	
0.182440	0.675717	0.813646	0.242843	0.356818	
0.878018	0.016983	0.345685	0.306536	0.691072	
0.785639	0.517439	0.828924	0.833999	0.055032	
0.938705	0.512296	0.724963	0.521829	0.326878	
0.300211	0.396039	0.337294	0.115485	0.612816	
0.857207	0.920710	0.211464	0.139302	0.982823	
0.817726	0.991757	0.339840	0.404541	0.454661	
0.830411	0.554696	0.459292	0.159314	0.253328	
0.435451	0.570801	0.528747	0.944453	0.037222	
0.540584	0.232130	0.401206	0.129840	0.564770	
0.913597	0.798207	0.751922	0.227778	0.045709	
0.597723	0.237841	0.026939	0.026746	0.937787	
0.006871	0.573311	0.374649	0.890789	0.453920	
0.272339	0.619432	0.186681	0.720900	0.869659	
0.137467	0.453728	0.371982	0.204048	0.927040	
0.708700	0.754413	0.330848	0.340586	0.681522	
0.041507	0.565870	0.018512	0.596290	0.357243	
0.436744	0.777865	0.685231	0.612485	0.801645	
0.680357	0.734193	0.672338	0.065747	0.576258	
0.551741	0.965407	0.833036	0.176573	0.680264	
0.177940	0.763001	0.436388	0.173450	0.582427	
0.085545	0.566860	0.635741	0.856475	0.909062	
0.186772	0.599695	0.665115	0.579538	0.898367	
0.368764	0.591279	0.355773	0.201831	0.456335	
0.931090	0.961648	0.318535	0.675428	0.182168	
0.696638	0.441617	0.689773	0.099469	0.327846	
0.166343	0.692481	0.026314	0.004112	0.023789	
0.773501	0.235857	0.939921	0.561702	0.007171	
0.413202	0.770613	0.626543	0.356471	0.803532	
0.708613	0.160001	0.135101	0.431978	0.242549	
0.332137	0.078655	0.938513	0.274073	0.792569	
0.551058	0.310656	0.467858	0.505807	0.799000	
0.996468	0.324245	0.933204	0.262960	0.205029	
0.667182	0.176900	0.973247	0.005824	0.491708	
0.888950	0.246012	0.284362	0.925010	0.850047	
0.358258	0.991839	0.538809	0.494493	0.625678	
0.434015	0.611304	0.012575	0.221063	0.214782	
0.733049	0.483004	0.157151	0.885053	0.972774	
0.994529	0.244266	0.351647	0.120335	0.536885	
0.476645	0.973911	0.773127	0.531993	0.834641	
0.331558	0.715416	0.320201	0.170326	0.815554	
0.605345	0.698390	0.553478	0.965588	0.554828	
0.773158	0.174839	0.380122	0.945126	0.428528	
0.385647	0.470388	0.750210	0.491663	0.292306	
0.203863	0.805090	0.985073	0.167259	0.802653	
0.386674	0.109709	0.447117	0.710888	0.988765	
0.065032	0.795011	0.074627	0.756771	0.508386	
0.432319	0.868028	0.100438	0.479871	0.190799	
0.689734	0.097349	0.336226	0.836508	0.541161	
0.506562	0.065845	0.292209	0.837080	0.248695	
0.716917	0.060283	0.916975	0.570325	0.391546	
0.301217	0.455030	0.504762	0.783084	0.206597	
0.706008	0.879422	0.579224	0.475748	0.785773	
0.915207	0.347853	0.051684	0.777664	0.473173	
0.705798	0.436686	0.266767	0.895995	0.472986	
0.133123	0.131200	0.782877	0.956421	0.718192	
0.665466	0.653399	0.538028	0.131302	0.128005	
0.375565	0.537491	0.939762	0.626415	0.950803	
0.502442	0.729113	0.537610	0.749588	0.734840	
0.399009	0.132127	0.412949	0.190879	0.618638	
0.960435	0.894200	0.964089	0.443757	0.561630	
0.115674	0.457947	0.599124	0.291998	0.227763	
0.561219	0.100627	0.941266	0.436021	0.885068	
0.467226	0.401038	0.761007	0.679946	0.514032	
0.158937	0.868277	0.110870	0.252995	0.418641	
0.525198	0.957447	0.285133	0.872142	0.775304	
0.319740	0.021395	0.212597	0.536203	0.697214	
0.781342	0.944959	0.414766	0.912387	0.990275	
0.062934	0.921909	0.501671	0.465915	0.592911	
0.622343	0.610962	0.841204	0.373135	0.156334	
0.637054	0.490169	0.779606	0.693489	0.130790	
0.081105	0.444751	0.583654	0.756916	0.170357	
0.846314	0.396819	0.518982	0.908452	0.066020	
0.861936	0.151912	0.299080	0.062301	0.375279	
0.758724	0.870169	0.690152	0.783457	0.726359	
0.937734	0.485674	0.627909	0.167870	0.389104	
0.647618	0.859897	0.776412	0.832849	0.036016	
