0.741219	1.006450	0.764905	0.891871	0.156491	
0.300276	0.740051	0.586301	0.072746	0.505730	
0.281880	0.086744	0.644144	0.642587	0.847131	
0.168741	0.022533	0.311668	0.224697	0.622692	
0.624130	0.860099	0.633229	0.906868	0.285029	
0.639941	0.336853	0.910283	0.937182	0.384133	
0.943101	0.313797	0.928232	0.861064	0.552494	
0.991823	0.117064	0.963671	0.046622	0.982258	
0.842228	0.217711	0.109393	0.566425	0.323375	
0.646500	0.389734	0.993785	0.394502	0.640105	
0.934941	0.860943	0.503213	0.101680	0.067220	
0.550826	0.798837	0.083071	0.284823	0.777537	
0.491977	1.013923	0.156237	0.064982	0.188950	
0.295736	0.742756	0.323395	0.280042	0.531248	
0.760711	0.392713	0.190584	0.941663	0.612697	
0.599116	0.549744	0.745033	0.851802	0.283337	
0.052935	0.775624	0.889929	0.042029	0.497153	
0.673470	0.966700	0.855931	1.011851	0.969354	
0.989595	0.171026	0.672255	0.960290	0.388026	
0.519039	0.254530	0.807853	0.088300	0.104616	
0.654351	0.376451	0.133048	0.365279	0.616696	
0.755398	0.338278	0.552455	0.764515	0.183699	
0.075276	0.871303	0.105803	0.041139	0.675754	
0.203264	0.704102	0.845656	0.246600	0.393443	
0.896517	0.033854	0.368144	0.310742	0.728685	
0.825229	0.547789	0.847765	0.882052	0.075227	
0.940311	0.518517	0.725403	0.570091	0.362967	
0.340035	0.425120	0.348128	0.162099	0.633658	
0.858909	0.964110	0.233624	0.173648	1.032153	
0.818649	0.998292	0.356809	0.411456	0.481614	
0.852784	0.572881	0.466299	0.191701	0.274513	
0.477326	0.575254	0.533168	0.964828	0.040771	
0.580384	0.241267	0.401392	0.165015	0.607055	
0.960441	0.828842	0.791805	0.239014	0.078583	
0.607788	0.284171	0.041622	0.076526	0.956152	
0.050005	0.610221	0.410217	0.895858	0.488906	
0.285129	0.619694	0.208856	0.761806	0.883338	
0.140451	0.476401	0.386786	0.238340	0.934287	
0.757134	0.782059	0.343951	0.360345	0.696759	
0.044782	0.583902	0.032274	0.640860	0.362839	
0.448221	0.779119	0.688916	0.631599	0.850805	
0.682011	0.767799	0.711948	0.088047	0.616799	
0.558133	0.999275	0.848058	0.220193	0.703652	
0.211942	0.781924	0.438905	0.217701	0.601448	
0.086960	0.588582	0.652546	0.866864	0.943685	
0.229367	0.626342	0.708233	0.619331	0.903605	
0.382875	0.593875	0.363366	0.236402	0.457755	
0.952189	0.973219	0.334012	0.706437	0.192125	
0.729304	0.462921	0.716317	0.119705	0.341021	
0.212423	0.699620	0.053280	0.011415	0.073159	
0.788118	0.285264	0.979646	0.564027	0.017503	
0.461542	0.813018	0.629581	0.368755	0.806208	
0.747584	0.206404	0.177236	0.440627	0.246856	
0.336453	0.122278	0.985065	0.287080	0.810473	
0.560003	0.330386	0.505821	0.553640	0.840730	
1.005983	0.343096	0.939122	0.293406	0.206481	
0.672141	0.178187	0.979545	0.036252	0.498349	
0.934445	0.284750	0.299362	0.937539	0.859365	
0.360679	1.009449	0.557643	0.533743	0.673204	
0.479516	0.621208	0.045386	0.221627	0.264627	
0.739151	0.517473	0.199485	0.891226	1.020300	
1.012212	0.254868	0.390572	0.152514	0.584856	
0.488234	0.979486	0.808068	0.577067	0.845978	
0.359595	0.762539	0.344137	0.189590	0.828577	
0.634010	0.741148	0.573087	1.003954	0.574012	
0.788296	0.217978	0.407582	0.989532	0.472309	
0.424319	0.476682	0.779961	0.495462	0.340261	
0.204557	0.816564	0.988054	0.184890	0.834187	
0.400032	0.151929	0.493077	0.759088	1.002696	
0.111635	0.835353	0.098756	0.784807	0.513037	
0.474234	0.881852	0.104117	0.522349	0.200913	
0.690878	0.112911	0.353366	0.879097	0.578340	
0.554843	0.084875	0.319245	0.873274	0.282780	
0.736813	0.081207	0.947229	0.617622	0.418017	
0.326978	0.458327	0.543601	0.817919	0.248469	
0.742591	0.926779	0.612298	0.479108	0.809088	
0.942869	0.387365	0.084470	0.792167	0.489291	
0.754960	0.469293	0.295658	0.905855	0.502349	
0.159841	0.179964	0.797249	0.964290	0.750169	
0.697532	0.659936	0.576894	0.146107	0.128879	
0.392396	0.563283	0.965844	0.639288	0.952639	
0.551559	0.755704	0.561140	0.760405	0.737597	
0.443310	0.138720	0.419129	0.217180	0.621837	
0.965771	0.926407	1.006182	0.459801	0.565199	
0.146690	0.478312	0.606892	0.306232	0.276001	
0.604775	0.135213	0.979598	0.439846	0.889226	
0.496667	0.435801	0.763408	0.724201	0.536795	
0.197216	0.883365	0.149050	0.259875	0.466451	
0.562587	0.999051	0.302658	0.905454	0.800736	
0.326052	0.059918	0.235591	0.536267	0.707729	
0.813179	0.994303	0.417193	0.956889	1.040198	
0.108112	0.952518	0.516336	0.490831	0.641406	
0.639031	0.629243	0.878471	0.420004	0.189992	
0.661598	0.497706	0.825908	0.694337	0.134616	
0.092374	0.493536	0.621287	0.791780	0.180942	
0.884515	0.432132	0.526243	0.947368	0.068308	
0.882176	0.190241	0.316429	0.094925	0.400564	
0.806729	0.879037	0.734839	0.811036	0.773867	
0.968354	0.497700	0.634998	0.193740	0.417982	
0.665297	0.905122	0.818971	0.853097	0.057988	
