0.073131	0.159587	0.075427	0.123265	-0.133993	
-0.098365	0.071040	0.009750	-0.147615	-0.005063	
-0.106776	-0.160281	0.040949	0.041997	0.118439	
-0.135350	-0.176685	-0.087005	-0.092301	0.025702	
0.024677	0.103314	0.027171	0.122225	-0.082018	
0.027541	-0.065696	0.124280	0.142644	-0.051184	
0.140710	-0.088202	0.145238	0.116589	0.009976	
0.151834	-0.142960	0.154285	-0.143636	0.153583	
0.095179	-0.117957	-0.158599	0.013576	-0.079286	
0.026666	-0.049065	0.152523	-0.039019	0.047478	
0.126545	0.105424	-0.006501	-0.133554	-0.166607	
-0.007301	0.079726	-0.158131	-0.076217	0.089220	
-0.027421	0.156594	-0.127842	-0.137116	-0.113390	
-0.106068	0.062447	-0.077454	-0.081662	0.001188	
0.079305	-0.062344	-0.122498	0.144974	0.030491	
0.020221	0.003347	0.077897	0.103540	-0.095020	
-0.193480	0.073755	0.129018	-0.143874	-0.007279	
0.041351	0.136877	0.119015	0.155502	0.147330	
0.150787	-0.136110	0.055550	0.143239	-0.051116	
-0.014597	-0.104555	0.100291	-0.141345	-0.157433	
0.023748	-0.068080	-0.146650	-0.050061	0.035639	
0.063194	-0.064630	0.002710	0.074508	-0.118119	
-0.172434	0.115717	-0.161435	-0.146001	0.044439	
-0.129163	0.050421	0.105651	-0.077960	-0.053149	
0.122783	-0.174082	-0.059902	-0.057459	0.065706	
0.089322	-0.003521	0.111056	0.112322	-0.160459	
0.144765	-0.005274	0.074277	0.011840	-0.063795	
-0.086505	-0.044896	-0.062871	-0.118955	0.037880	
0.115245	0.133918	-0.107386	-0.111288	0.169448	
0.100945	0.158131	-0.061970	-0.025913	-0.018357	
0.105539	0.009176	-0.019711	-0.104847	-0.089948	
-0.037520	0.014665	0.004861	0.147876	-0.166792	
0.000561	-0.100758	-0.040260	-0.114334	0.020796	
0.135670	0.092167	0.083814	-0.082809	-0.163774	
0.021257	-0.098811	-0.172667	-0.147518	0.153434	
-0.192757	0.015520	-0.049655	0.130602	-0.018621	
-0.096601	0.031239	-0.116154	0.075918	0.129209	
-0.145453	-0.025235	-0.050599	-0.090448	0.149613	
0.061454	0.077242	-0.065151	-0.046499	0.062311	
-0.180211	0.012984	-0.175648	0.035808	-0.052998	
-0.037052	0.085235	0.060221	0.041021	0.105024	
0.051188	0.070351	0.055659	-0.134964	0.024880	
0.004602	0.149151	0.112510	-0.099291	0.061863	
-0.130793	0.080169	-0.027814	-0.100297	0.027074	
-0.164260	0.013322	0.042712	0.119557	0.143220	
-0.127594	0.024512	0.053104	0.030416	0.139417	
-0.061675	0.021644	-0.056333	-0.091161	-0.017762	
0.142006	0.147870	-0.069507	0.061281	-0.115251	
0.057085	-0.029362	0.061827	-0.124110	-0.063451	
-0.134994	0.056135	-0.172888	-0.154804	-0.171568	
0.084926	-0.099488	0.150324	0.024675	-0.177477	
-0.045579	0.082763	0.039458	-0.041385	0.105695	
0.061423	-0.125340	-0.134402	-0.017081	-0.093781	
-0.074941	-0.153064	0.149825	-0.067908	0.101797	
